gene beta t p se(beta)
ENSG00000041982.10 5209.16784318848 0.382988858003238 0.702270220559381 13601.3561082355
ENSG00000042286.10 -6624.19531653944 -1.07752512972596 0.282975565015524 6147.60169744176
ENSG00000042429.6 1474.11477037848 0.262770226866473 0.793088250566335 5609.90028420364
ENSG00000042445.9 5547.3162136264 0.46644179925666 0.641576000242116 11892.8368393802
ENSG00000042493.11 2651.81230198723 0.536627000013101 0.5923202931977 4941.63040980512
ENSG00000043143.16 4733.25818469783 0.244604073188429 0.807097293959385 19350.6924189753
ENSG00000043514.11 -3355.67382388491 -0.451758080409194 0.65209580588387 7428.03276666442
ENSG00000043591.4 -17888.0371753184 -2.57707421739841 0.010928287723026 6941.21925342784
ENSG00000047249.12 -30340.3537941057 -0.490355083442693 0.624599159127777 61874.2515751886
ENSG00000047457.9 -13496.0019342279 -0.798221308759039 0.426004004759639 16907.594154821
ENSG00000047578.8 1015656.89884986 0.919939468422934 0.359081443363933 1104047.531074
ENSG00000047621.7 3244.04042332215 0.922080537170817 0.357967292514819 3518.17470659961
ENSG00000047849.17 36885.009203064 0.441430706689795 0.659536878659822 83557.8690926548
ENSG00000047932.9 -14208.2172678869 -0.780758482870152 0.436174968010561 18197.9672070369
ENSG00000048028.7 1982.6290952527 0.154851631647241 0.87714645563488 12803.4110726662
ENSG00000048544.5 -6025.53987455129 -0.817508694172533 0.414934409409716 7370.61259103823
ENSG00000049167.9 2342.23156407558 0.119890622024615 0.90473022217127 19536.4034694448
ENSG00000049192.10 3562.31518407967 0.231504600912867 0.81723831525528 15387.6647376889
ENSG00000049239.8 -10490.0861972633 -1.19077344614357 0.235623504663476 8809.47272651777
ENSG00000049247.9 -2613.76609852356 -0.212821102689964 0.831755457544088 12281.5175068954
ENSG00000049540.12 -4170.9770254477 -0.20222691680183 0.840013349077902 20625.2317515922
ENSG00000049759.12 15187.7801624318 1.31035990417837 0.1920770457446 11590.5409758053
ENSG00000050130.13 3516.45547677103 0.481849129877373 0.630615410268712 7297.83506647805
ENSG00000050327.10 -23538.0010696811 -2.34048834989172 0.0205756572083578 10056.8759809337
ENSG00000050344.8 -3438.29653136843 -0.914852023381618 0.361737622545809 3758.30893247551
ENSG00000051382.4 946.406926371799 0.0897233093994888 0.928626783329489 10548.060840667
ENSG00000051620.6 26.5332328171045 0.00421442055146621 0.99664298857234 6295.8199100167
ENSG00000052749.9 -20634.3274784341 -1.61094791303532 0.109293362954462 12808.8110804
ENSG00000052841.10 -1527.41767073702 -0.33800050052722 0.735835395400876 4518.98049959844
ENSG00000053371.8 -3346.19731961699 -0.773785036705985 0.440275726502058 4324.45338289534
ENSG00000053372.4 28637.0435721942 2.06747460138163 0.0404075728597661 13851.2190442663
ENSG00000054277.8 -1126.93485743386 -0.20750408892464 0.835897647284438 5430.90434156762
ENSG00000054282.11 -7932.68715160273 -1.51657461925978 0.131478740988214 5230.66062880213
ENSG00000054356.9 3635.99704051102 0.73826463537886 0.461507139334645 4925.0592081322
ENSG00000054611.9 15996.7905837811 1.97104127124141 0.050559424895921 8115.90848815963
ENSG00000054793.9 228889.195168433 1.50268418924337 0.135022868509241 152320.225904341
ENSG00000054983.12 4448.17081777941 0.288976190670382 0.772998586414849 15392.862669621
ENSG00000055163.14 -3315.78656662069 -0.536903920621735 0.592129461290992 6175.75405815814
ENSG00000055483.15 118.674040770519 0.0292302020149995 0.9767198482411 4059.98017768136
ENSG00000055955.11 19169.7871156433 1.05001678613649 0.29539915769459 18256.6482448133
ENSG00000055957.6 27814.6623358405 1.94153570389177 0.0540675964968643 14326.1142610391
ENSG00000056050.6 4547.67038944619 0.825032986232521 0.410662983166266 5512.1073524744
ENSG00000056586.11 -4445.81559256116 -0.215448657321173 0.829710209366445 20635.1510742242
ENSG00000056661.9 770.562916605859 0.132297924116071 0.89492594868028 5824.45205965447
ENSG00000057149.10 6299.92438123346 0.8306840375015 0.407472381558207 7584.02003267348
ENSG00000057468.6 -8420.86277417088 -1.52792251441405 0.1286377465933 5511.31532831704
ENSG00000057608.12 31208.9265744693 0.969837255260561 0.33368884188893 32179.5501308975
ENSG00000057935.9 12126.0330765952 1.51952350788354 0.13073579166946 7980.15497205755
ENSG00000058729.6 15189.1055786918 1.19804497641752 0.232789074764801 12678.2432026145
ENSG00000059122.12 407.639760950232 0.224921390105949 0.822346546578069 1812.36547025703
ENSG00000059691.7 -2233.38814790198 -0.478606345495355 0.632915584944968 4666.44073761796
ENSG00000059728.6 -1445.68950424336 -0.342731193835039 0.732280502906542 4218.14392809309
ENSG00000059915.12 1655.89567694142 0.248985660442272 0.803712470919837 6650.56643824412
ENSG00000060339.9 2303.28892395486 0.441668975474141 0.659364813700644 5214.96652890829
ENSG00000060491.12 10941.5385355335 1.22695369224873 0.22176229452547 8917.6458774741
ENSG00000060558.3 -11525.2545587348 -0.911037410727327 0.363737388142851 12650.6929606037
ENSG00000060656.15 -11634.4812565527 -0.36914749383546 0.712538352480733 31517.1617059346
ENSG00000060709.9 93522.8454139455 1.64764185133472 0.101519387976694 56761.6350229174
ENSG00000060971.13 1163.44443272698 0.446220396073806 0.65608152550654 2607.33136128216
ENSG00000061273.13 51450.9480248606 1.45399659909565 0.148036404270706 35385.8792082883
ENSG00000061676.10 249.195709842829 0.0318025228798269 0.974671811718124 7835.7214232491
ENSG00000061938.12 2475.27769298957 0.0814276856842326 0.935210380887651 30398.4777682178
ENSG00000062524.11 -1490.91839447998 -0.320338434696149 0.74915759480749 4654.19766408664
ENSG00000062598.13 -3471.59792975121 -0.291514769240034 0.771060393741557 11908.8234836318
ENSG00000063046.13 4469.26089289096 0.526680914682962 0.599193163409133 8485.70883868319
ENSG00000063244.8 2188.0555554243 0.433516298158689 0.665262532598011 5047.22790058371
ENSG00000063660.4 7603.39429543424 0.828103600472599 0.408927448857904 9181.69452601701
ENSG00000063854.8 99385.5022519155 2.01007839821345 0.0462156125020973 49443.5950061694
ENSG00000063978.11 -10.8532457268783 -0.00157393151146881 0.998746276135713 6895.62769904135
ENSG00000064201.11 3791.23728202024 0.765317307210298 0.445285103456157 4953.810983107
ENSG00000064225.8 10175.2583009191 2.25746514149704 0.025422690500514 4507.38224651891
ENSG00000064607.12 -1903.77012996388 -0.241270136618909 0.809675245764653 7890.61653730867
ENSG00000064652.6 -25455.6369928297 -1.40661431377251 0.161610201748278 18097.0979347979
ENSG00000064787.8 -5260.80398269469 -1.13111201928633 0.259813140419376 4651.00175136852
ENSG00000064886.9 -714.303687976131 -0.2024524436883 0.839837367900841 3528.25421596731
ENSG00000064989.8 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000065000.11 -383.890366763111 -0.0093919770347622 0.992518876273891 40874.2872072868
ENSG00000065060.12 -1080.73730609942 -0.229981601915904 0.818419395412585 4699.23375216163
ENSG00000065268.6 9375.64031669866 2.0553791546628 0.0415766586454653 4561.51377006488
ENSG00000065413.12 6666.97557109092 1.50458335229172 0.134533943927833 4431.11081944117
ENSG00000065457.6 -2007.54912213141 -0.320564018252568 0.748986953538101 6262.552899963
ENSG00000065600.8 9792.06578291504 1.85129560068338 0.0660933725285925 5289.30430089093
ENSG00000065613.9 6970.2922770277 0.68489752696102 0.494465546577626 10177.1316184419
ENSG00000065621.10 11632.258529663 1.58065464943549 0.116063393686436 7359.13979300748
ENSG00000065802.7 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000065883.10 1125.13018016446 0.303707474048589 0.761771626411404 3704.65094311263
ENSG00000065911.7 -5140.88565491261 -0.458750958117958 0.647077033558896 11206.266851198
ENSG00000066230.6 27767.3504056243 0.913992780595552 0.362187462039816 30380.2732309672
ENSG00000066379.10 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000066855.11 -12980.1129672283 -1.08458809426612 0.279844260667064 11967.7811658179
ENSG00000067057.12 -6044.82344290734 -0.865897107101318 0.387929438256184 6980.99507820626
ENSG00000067113.12 -28154.2151099837 -2.86576813329983 0.00475800445936164 9824.31718143404
ENSG00000067141.12 3143.39004838433 0.362619578997664 0.717399509386228 8668.56129796728
ENSG00000067191.11 -6981.57569415866 -1.13009641699529 0.260239426737262 6177.85844567259
ENSG00000067334.9 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000067365.10 2891.61732034756 0.235241305863597 0.814342294623883 12292.1325816149
ENSG00000067533.5 1635.09148412986 0.277652590955772 0.781661367414406 5888.98334606327
ENSG00000067955.9 14645.8039488568 0.59830678678351 0.55053759969188 24478.7528277799
ENSG00000068097.10 76.4648203153971 0.0321748836319446 0.974375358303757 2376.53758720916
ENSG00000068305.13 5073.83767143353 0.612130956288831 0.541377891862064 8288.81078355311
ENSG00000068383.14 -7904.98779315928 -0.929255036737664 0.354249926836338 8506.80112632085
ENSG00000068784.8 -42882.3023923832 -1.45441118442269 0.147921643405383 29484.3046118383
ENSG00000068796.12 10111.6401763857 0.233409311210052 0.815761809337551 43321.49443381
ENSG00000069248.9 23593.7413739239 0.985537190433144 0.325947288588644 23939.9807566414
ENSG00000069399.8 80.0387988889567 0.0124256651772751 0.990102519846008 6441.40959434003
ENSG00000069869.11 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000069966.14 3100.85212152894 0.276421962334536 0.78260449497789 11217.8210998161
ENSG00000069974.11 -8438.40502017544 -0.56847731450845 0.570560987558497 14843.8729300429
ENSG00000069998.8 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000070018.4 -8506.63140645779 -1.38925291517455 0.166814747115526 6123.16973643997
ENSG00000070061.10 6581.37683724297 0.881931414707497 0.379224968044189 7462.45878929913
ENSG00000070081.11 -6863.0788366193 -0.862006221717086 0.390060064504055 7961.75092906904
ENSG00000070182.13 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000070214.11 -569.847450094591 -0.069798884959664 0.944446700618714 8164.13400334259
ENSG00000070371.11 -653.208596754761 -0.0727739162953664 0.942082976422714 8975.86154500183
ENSG00000070404.5 6279.20370575787 1.94818241155098 0.0532599007727328 3223.10871329492
ENSG00000070444.10 -176539.68547682 -1.53865506893855 0.125995356958093 114736.362321028
ENSG00000070540.8 350830.593821636 0.412133691950954 0.680829812719531 851254.339728641
ENSG00000070610.10 -2434.66495074496 -0.454298042656695 0.650271024344206 5359.17992625997
ENSG00000070718.7 -4614.35070454337 -0.470674712629992 0.638556753261433 9803.69367786881
ENSG00000070759.12 -14674.2445323034 -1.12425656396703 0.262700118843084 13052.398360499
ENSG00000070770.4 -14718.7226455639 -0.677394692427434 0.499199002172185 21728.4292453187
ENSG00000071246.6 66696.4856118978 1.26617526988837 0.207413188595595 52675.5554290505
ENSG00000071894.10 -2292.53070894236 -0.549320674605468 0.58360225976245 4173.39236428502
ENSG00000071909.14 -5885.82479549181 -0.33519418829339 0.737946915112238 17559.4476308165
ENSG00000072121.11 4522.82638839882 0.608805865195829 0.543574014412584 7429.01250950335
ENSG00000072210.14 -259.353631824208 -0.0231756387710717 0.981540972333624 11190.7867733914
ENSG00000072415.4 -40280.7201783116 -0.990190330681944 0.323675687562352 40679.7753221548
ENSG00000072756.12 31817.3926121247 0.499898863081645 0.617878831412345 63647.6594805301
ENSG00000072786.8 -27185.0500036017 -1.4802237181667 0.140910849234128 18365.5008833875
ENSG00000072954.2 988.082269862662 0.185445013646358 0.853130527281461 5328.16844429651
ENSG00000073050.7 22401.510592018 1.57087741740471 0.118318145154755 14260.5083909272
ENSG00000073067.9 -7883.18217851075 -0.616653787334509 0.538397898677128 12783.8056627948
ENSG00000073111.9 -89750.6338650829 -0.865640674761107 0.388069638251287 103681.165270857
ENSG00000073350.9 -6194.81720370015 -0.971310690984518 0.33295724486894 6377.79163886387
ENSG00000073578.12 -2043.23973206965 -0.173446264008064 0.862534503825191 11780.2464282232
ENSG00000073584.14 -2038.61399467841 -0.360758567798608 0.718787483209508 5650.90943541071
ENSG00000073605.14 3725.88259970932 0.761366046324125 0.447633791960432 4893.68105879935
ENSG00000073614.7 17810.3745666266 1.57238870652276 0.117967372976634 11326.9540112719
ENSG00000073712.9 -32264.8221544532 -0.942969498697779 0.347212790660149 34216.1885395129
ENSG00000073969.14 9790.97185817481 0.826388857515494 0.40989609027693 11847.8991689348
ENSG00000074054.13 3318.38831882153 0.857308480594866 0.392642074313805 3870.70511249228
ENSG00000074266.13 6756.40038347151 0.996307099175928 0.320705450568628 6781.44358206411
ENSG00000074319.8 -4789.08298786755 -1.01697008477964 0.310805169746757 4709.16800753807
ENSG00000074416.9 -60911.5950929012 -0.706348855588269 0.481066922380585 86234.4358754176
ENSG00000074582.8 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000074696.8 -5767.85014511648 -0.405998142498388 0.685322549384407 14206.5924479923
ENSG00000074966.6 -517.380073197223 -0.0646319680448025 0.948553085561164 8005.01808700268
ENSG00000075043.13 10391.2804633918 1.09762099797297 0.274128867146668 9467.09336153547
ENSG00000075131.5 2029.86017622454 0.359397368245871 0.719803282915998 5647.95503687681
ENSG00000075151.15 -5528.3164821635 -1.31964837141958 0.18896302448488 4189.2344975325
ENSG00000075234.12 2824.80943238195 0.621202833641087 0.535409039332605 4547.32219398414
ENSG00000075303.8 -10296.5401572 -0.426604474155065 0.670279064346439 24136.0341510561
ENSG00000075399.8 -689.314021096029 -0.0438951904868458 0.965046328197691 15703.6343492483
ENSG00000075415.8 24405.6268719314 1.49245509815523 0.137680155466221 16352.6707785703
ENSG00000075826.12 -1995.6093783896 -0.397046859409218 0.691897270020498 5026.13062185897
ENSG00000075914.8 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000075945.8 -3569.75187700904 -0.565368230708889 0.572667999532182 6314.02983597627
ENSG00000075975.11 444.148541841154 0.0511582699256536 0.959267466219303 8681.852269176
ENSG00000076053.6 -3345.78386774033 -0.327529127204033 0.743724387188803 10215.2254252981
ENSG00000076067.7 181.456320473269 0.0546483515522897 0.956491336106785 3320.43538952213
ENSG00000076242.10 -280.604433176766 -0.0595388326827924 0.952602184664289 4712.964976518
ENSG00000076258.5 -33764.3721976157 -1.52421682894825 0.129560134350584 22151.9481719107
ENSG00000076513.12 9245.98100680096 1.53109190310915 0.127852945627763 6038.81516715318
ENSG00000076641.4 -23222.9890652724 -3.0979250496872 0.00232705890890597 7496.30436269503
ENSG00000076826.5 -1712.11743564857 -0.305103885387098 0.760709979226307 5611.58843807032
ENSG00000076924.7 -2635.23699373647 -0.580095596289197 0.562720519579379 4542.76331451879
ENSG00000076944.10 -2062.83559260087 -0.574368292928587 0.566578959225299 3591.48584279068
ENSG00000077044.5 -2928.70778148386 -0.413083263821815 0.680135507674552 7089.87276411946
ENSG00000077097.9 -555.011069358144 -0.153340221260149 0.878336075913284 3619.47481748145
ENSG00000077150.13 -6899.57555239214 -0.908903562085744 0.364859073187195 7591.09749395091
ENSG00000077238.9 2343.15148856566 0.469489409681204 0.639401597524025 4990.85057138291
ENSG00000077327.11 -10488.1853886214 -1.69545337817862 0.0920641735198364 6186.06534606606
ENSG00000077348.4 1386.11714100547 0.167712412713056 0.867035433016269 8264.84527043932
ENSG00000077380.11 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000077454.11 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000077458.8 7474.00125665662 1.00447907158888 0.316765389604346 7440.6739453857
ENSG00000077514.4 -13070.5373291564 -1.77123489415731 0.0785524252743424 7379.33594932644
ENSG00000077684.11 1052.94977989422 NA NA 9.03546769141351e-117
ENSG00000077935.12 137.979357830941 0.0198007524690147 0.984228631834718 6968.38961281188
ENSG00000077943.7 2026.33118796266 0.416444874559882 0.677679779281549 4865.78491355953
ENSG00000078043.11 6962.01502307233 0.711353901626558 0.477969715471833 9786.9921106122
ENSG00000078053.12 14303.8794343371 1.22851631214591 0.221177209750558 11643.2149031476
ENSG00000078070.7 -2803.15137173277 -0.825537886323011 0.410377306631798 3395.54539915564
ENSG00000078177.9 29537.9484052187 1.15627330827935 0.249407639522423 25545.8187901735
ENSG00000078237.4 1331.18820439306 0.185866080052566 0.852800892390735 7162.08252746587
ENSG00000078401.6 -2237.3737952864 -0.415584451289022 0.678308008836086 5383.68023237327
ENSG00000078487.13 7422.17770715008 1.05497496019331 0.293133053570986 7035.40651409398
ENSG00000079263.14 -2533.02883319841 -0.568316964228226 0.570669564924084 4457.07060080155
ENSG00000079385.17 3040.49556177884 0.118177252385675 0.906085318332836 25728.2641151286
ENSG00000079462.3 1080.22803694459 0.246578344937254 0.805571692142741 4380.87147198375
ENSG00000079691.15 -2998.68357763992 -0.658863862442564 0.510993313173498 4551.29465823651
ENSG00000079785.10 2832.62437470471 0.415621057382244 0.678281276654544 6815.40149227707
